title,ad_id,desc,city,country
Caretaker/Cleaner,5069093853,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Light maintenanceaintain a high standard of cleanliness and hygiene throughout the buildingsreparing, for events/usersbr>These Duties will include keeping public spaces clean and hygienic outside and inside areas of The Glen Resource & Sports Centrelen AvenueThe Glen - hallways, stairs, general meeting rooms / Shower / changing room and toiletslexible hours required between 8am and 8pm, to Sundaybr>Please V-s CE supervisor:eiliskellehercprojectgmailmOr post to:Éilis Kelleher CE Supervisor Glen Resource Centrelen Ave,he Glen r> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Glen Resource and Sports Centre The Glen Cork,Ireland
Caretaker - Family Resource Centre,5069147272,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Caretaker for Family Resource Centre Dara Park Newbridge Duties to include:Opening of Building and deactivate alarm losing of building and set alarmllow service users to gain entry and deal with queriesnswer phone and take messagesrrange rooms for meetingsitter patrol around buildingmpty binsarden maintenance, flower bedsome light repairs and painting and sweeping of pathsr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Newbridge Kildare Ireland,Ireland
Caretaker Daingean GAA,5096554112,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties This is a Development Opportunity, no experience necessaryccredited training will be provided to support your careerbr>General caretaking duties to include, opening and closing of building, ensuring the building is well maintained, safe, secure and clean at all timesrass cutting, painting, Grass cutting , scuffling, litter picking, marking of pitch, cleaning duties, and general upkeep of both grounds and clubhouseontact DSP Office Employment services to check eligibility to participate on CEpplicants must be in receipt of an Irish Social Welfare payment for 1 year or morer> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Daingean Oldtown Offaly,Ireland
Caretaker/Cleaner,5072512496,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Upkeep and maintenance of Carne Holiday Centre, holiday cottages & groundsr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Carne Ballytra Wexford,Ireland
Caretaker - Modeligo Church & Community Centre,5055812314,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Duties to Include:Grass Cutting, Strimming, Spraying, Hedge Cutting, Cleaning, Sweeping, Ensuring the areas are kept tidyhe role will include some power washingainting and general maintenance workr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dungarvan Waterford Ireland,Ireland
CNC Mill Operator - 1620 -,5071265349,"Share We have a CNC Mill Operator position with our client in the Midlands, that is a subcontractor of fabricated weld assemblies, treated assemblies, machined components & assemblies and pivot pins to OEMsr>To see this job on our website here:Keltia has been providing technical support services for years in the US, Canada and Ireland providing CAD training, engineering design, and a broad range of technical recruiting services to customers in the Pharma, Food & Beverage and Aerospace, Automotive, Medical Device industries on a and contractual basisr>This person is responsible for programming & running CNC mills to produce machined components in various materialsr>Tasks and responsibilitiesSetting and operation of CNC machinesProgramming skills an advantageIn-process inspection and quality inspection of finished componentsEnsure all processes and procedures are followedAchieving production and quality targetsEnsure that all Health and Safety rules are adhered to at all timesTool calibrationBasic machine maintenanceAchieve the highest level of housekeeping standardsAny other tasks and responsibilities that be delegated from time to timeEssentialAbility to read and interpret technical drawingsIn-depth understanding of geometric tolerancesAbility to work alone and as part of a teamHigh level of initiative and self-motivationDesirable but not essentialExperience with FanucExperience with CAD/CAMPlease send a CV in Word c format with availability & pay requirements to fahmedakeltia-designm and we will get back to you immediatelyr> Career Level Not Required Candidate Requirements Essential Minimum Experienced Required Years:3 Minimum Qualification:Level 8 incl Higher Diploma & Honours Bachelor DegreeDesirableAbility Skills:Engineering, Skilled Trades Competency Skills:Manufacturing, Teamwork Specialising In:cnc no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Cavan Ireland,Ireland
Caretaker/Groundsperson,5096508281,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Cutting fairways, verges and lawns using lawnmowers, ride-on lawnmowers, strimmers and tractorseeding, litter picking, planting, cleaning, paintingr>Based in Dunmanway pitch n putt club no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dunmanway Dunmanway North Cork,Ireland
Cloone Community Centre Asst Caretaker,5096554007,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Based in Cloone Community Centreorking with the present Caretaker and under the direction of Cloone Community Centre Committeer> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Cloone Leitrim Ireland,Ireland
Caretaker Daingean GAA,5066152489,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties This is a Development Opportunity, no experience necessaryccredited training will be provided to support your careerbr>General caretaking duties to include, opening and closing of building, ensuring the building is well maintained, safe, secure and clean at all timesrass cutting, painting, strimming, scuffling, litter picking, marking of pitch, cleaning duties, and general upkeep of both grounds and clubhouser> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Daingean Oldtown Offaly,Ireland
Caretaker,5096554027,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties General caretaking duties, grass cutting and maintenance of groundsr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Knocknaheeney Cork Ireland,Ireland
Caretaker,5096554032,"Share part-time caretaker wanted for Scoil Mhuire Mount Sackville primary schoolbr>General maintenance and caretaking duties required for 3 hours each morning -r>Please over letter, C and list of referees to:scoilmhuiremountsackvillem Career Level Experienced Candidate Requirements Essential Minimum Experienced Required Years:0 Minimum Qualification:No QualificationDesirableAbility Skills:Customer Service , Manual Competency Skills:Initiative, Labouring Specialising In:caretaking no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK. This is a part-time job.",Chapelizod Dublin Ireland,Ireland
"Caretaker, Busy Bees, Gurteen, Coligo.",5098141839,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Duties to include general maintenance of Childcare setting, for example, painting, upkeep of garden, general repairsr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Gorteen Rathmadder Sligo,Ireland
Maintenance/ Gardener,5072512791,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties General up keep of grounds Clearing out drains/gutters/sewers Cleaning windows Emptying bins Assisting with plumbing repairs Assisting with repairs in work shop Painting THISIS BASED IN OUR CLONTARF BRANCHMoving furniture Unloading/reloading deliveries Assisting with building work Any other duties which be assigned to you no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Clontarf Dublin Ireland,Ireland
General Farm Worker / Milker in Limerick Ref: 3303,5099555031,"Job Role General Farm Worker / Milker in Limerick Ref: 3303 Location Limerick The Farm 300 acre Dairy farm in County Limerick located close to Ardpatrick and only a 20min drive to the Ballyhoura mountains. The Role The role includes milking 120 cows through a 12 unit parlour, driving farm machinery and other general farm work. The Applicant The successful candidate needs to have experience in milking and driving farm machinery. If you do not have the relevant experience but you are willing to learn and have an interest in a farming career, the farmer is willing to train you. A great opportunity for someone looking to start a farming career. Accommodation There is a 2 bedroom mobile located on the farm. ESB is paid for by the farmer. Additional Info Contact will be made with those applicants that have suitable experience for the role advertised. Unfortunately due to the volume of applications we receive we cannot reply to each application. Thank you for your interest and application. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Limerick,Ireland
Gardener,5099674606,"Job Description Share We at Ballynatray Estate, Youghal, Co. Cork are seeking an enthusiastic, qualified gardener to work with our team on our beautiful estate and gardens where among other gardens and grounds. We have 2 walled gardens and we are re-developing our kitchen garden. Our ideal candidate would have previously demonstrated strong gardening experience in a similar role. The Gardener should: 1. Have a full driving licence and be experienced with small and medium size machinery, this is a distinct advantage. 2. Show ability to operate on their own with minimal supervision as well as working as a wider team. 3. Have a good knowledge of grass care, lawn maintenance and of general ground care maintenance 4. Have practical knowledge of the operation of grass cutting machinery, strimmer's etc 5. Have competent skills in ornamental gardens, particularly as the estate contains walled gardens with a variety of flowers, shrubs, vegetables and plants for various seasons. 6. Have an in-depth understanding of planting, maintaining, and providing nourishment to the wide range of plants is essential. 7. Show enthusiasm to learn and be adaptable to the work involved within the estate. 8. Be willing to carry out any other reasonable work that is directed by the Estate Manager. 9. Attention to detail is essential. Career Level Experienced Non-Managerial Candidate Requirements Essential Minimum Experienced Required (Years): 0 Minimum Qualification: No Qualification Desirable Ability Skills: Customer Service , Manual Competency Skills: Labouring, Teamwork Specialising In: gardening skills Driving Licence: Full B > no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Youghal Cork Ireland,Ireland
Caretaker CE Scheme - Clones Church of Ireland,5061691011,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Duties to include; general maintenance, painting and upkeep of Church, graveyard and hallhe position will be in the above arear>This is a developmental opportunity, no experience necessaryccredited training will be provided to support your career your local DSP Employment Services/Intreo Office to check your eligibility and to apply for this vacancyob Reference Number will be requiredligibility to participate on CE is generally linked to those who are years or over for the Childcare, Health and Social Care sectors and 25 years of age or over for all other areaspplicants must also be in receipt of an Irish social welfare payment for 1 year or morer> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Clones Monaghan Ireland,Ireland
Caretaker Touraneena & Knockboy,5055812316,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Maintenance of Graveyardsuties to include Grass cutting with Ride on and self-Propelled Mower, strimming, spraying, hedge cutting, Power Washing cleaning, weeding, sweeping Keeping areas tidyome painting & maintenance workr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Knockboy Waterford Ireland,Ireland
Caretaker Caherconlish,5098142147,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Duties:Maintenance, Cleaning, Room Set-up,Supervising Partiespplicants must supply suitable character references and be prepared to complete a Garda vetting application formr>:Caherconlish our local DSP Employment Services/Intreo Office to check your eligibility and to apply for this vacancyob Reference Number will be requiredligibility to participate on CE is generally linked to those who are years or over for the Childcare, Health and Social Care sectors and 25 years of age or over for all other areaspplicants must also be in receipt of an Irish social welfare payment for 1 year or morer> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Caherconlish Limerick Ireland,Ireland
Caretaker / Carpark Attendant Tallaght Travellers CE …,5098142214,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Duties will include, painting, light repair work, cleaning and general maintenance dutiesverseeing the use of car parking facilities, as well as ensuring their securityirecting users to spaces as they become availablebr>Applicants must supply suitable character references and be prepared to complete Garda vetting application formr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Tallaght Dublin Ireland,Ireland
"CE Caretaker Brooklodge Community Playschool, Glanmire",5098142054,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Maintain the playschool to a high standard including gardening, caretaking, painting, equipment repairbr>Work with team ensuring the playschool is well maintained, clean, safe and secure for service usersr>This position requires split morning and afternoon work - setting up before children enter premises and clearing up when children have gone homebr>Participant to adhere to all Covid related policies and procedures including social distancing, respiratory etiquette, use of PPE as requiredValidated references and completed Garda vetting, and international policy clearance where necessary, are required prior to starting in any CE positionbr>Participants must adhere to all current covid policies and procedures in line with employer and sub sponsor Given the current service delivery restrictions, clients who require a referral for CE should ith their PPS, Name, Number and CE Vacancy Reference Number, so that AST can arrange for a Case Officer to thembr>orkcityastwelfare for City clients and atecwelfaree for East clients in CE opportunitiesIf you've any queries in relation to the job wenmahoncdpm no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Brooklodge Community Centre Brooklodge Cork,Ireland
Caretaker/Gardener/Groundsperson/Maintenance,5099674481,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Duties will include maintaining the gardens and grounds of Loreto Village, Pearse Road, Enniscorthy together with attending to caretaking of and light maintenance of houses from time to time and preparing same for re-lettingruning, grass cutting, weeding, sowing, trimming hedges, spraying, strimming, sweeping and all general maintenance of lawns, gardens and grounds, etche successful Candidate will be required to be flexible between to 19hours weekly and it is a requirement that the successful candidate is Garda Vetted, provides suitable references and meets DEASP criteriar> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Enniscorthy Wexford Ireland,Ireland
Caretaker,5114010402,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Duties will include general caretaking duties, maintenance of buildings, painting, cleaning internal and external, open and close buildings set up of equipment, tables and chairs, waste management etcaintain outside areaseneral maintenance dutiesarious other duties from time to time as requiredr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Tallow Waterford Ireland,Ireland
Grounds/ Caretaker,5096554011,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Caretaker of Parish facilities, to include gardening and ensuring green areas are maintained and kept weed freer> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Killybegs Donegal Ireland,Ireland
Caretaker,5102093647,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Maintaining a Social Centre for the elderlyties will include helping with food preparation,cleaning to a high standard, no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Conna Cork Ireland,Ireland
Caretaker College Corinthians,5099674510,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties This position is based at Castletreasure, Douglas, and duties include - Pitch and grounds maintenance, pitch lining and upkeep of the club houseequesting parties to follow the application guidelines on jobsireland and also to he CE Supervisor at this br>corkseharbourm no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Castletreasure Cork Ireland,Ireland
Caretaker,5102093724,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Church & Grounds Caretaker no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Ballyadams Laois Ireland,Ireland
General Labourer,5098141984,"We are seeking an experienced labourer to join our construction company on a full time basisrevious experience working on construction sites essentialp>The ideal candidate would be hard working, reliable and be able to work on their own initiativehe position will be based primarily on various residential sites in the South areap>Hours:8am - 5pm - Requirements:Safe pass no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Caretaker,5099674450,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties General care taking duties no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Abbeyfeale Abbeyfeale West Limerick,Ireland
Caretaker,5096554035,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties General maintenance of grounds and buildingsprepare centre for functionsopen and close centreflexible hours needed no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Donegal Town Centre Donegal Ireland,Ireland
Caretaker - Aungier Street,5099674539,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Are you looking for an opportunity to upskill, meet new people and be part of a team- We have vacancies for Caretaking assistants, no experience is necessary and full training will be providedhis is an evening position assisting caretaking staffuties includes minor reception duties, securing the building and monitoring grounds and car park areaquire now and see where CE can take your> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin Ireland,Ireland
Maintenance/ Gardener,5098142401,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties General up keep of grounds Clearing out drains/gutters/sewers Cleaning windows Emptying bins Assisting with plumbing repairs Assisting with repairs in work shop Painting THISIS BASED IN OUR CLONTARF BRANCHMoving furniture Unloading/reloading deliveries Assisting with building work Any other duties which be assigned to you no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Clontarf Dublin Ireland,Ireland
Caretaker,5109254874,"Share The Anne Sullivan Centre located on Brewery Road, Stillorgan opened in 1996 and is the first residential setting in Ireland supporting individuals who are deafblinde provide residential, day and outreach services to adults who are deafblind, enabling them to pursue meaningful, active and fulfilling livesr>At present, we are looking to recruit a part-time Caretakern this role, you will be working with management and staff, to ensure that the ASC premises, houses, grounds and transport are maintained in line with Residents- needs and with current health and safety legislation and regulationsr>Key ResponsibilitiesExternal Maintenance and Grounds- Maintaining gardens and grounds of ASC, houses and day service as necessary Leaf blowing, grass cutting, hedging, fence repair- Maintaining the external of ASC buildings roof, eaves, windows, doors and locks, signage etc- Managing and maintaining carpark area- Contacting and coordinating external contractors, as necessaryInternal Maintenance- Maintenance and checks of appliances, heating, plumbing, alarm systems and coordinating contractors as required- Repair and maintenance of fixtures and fittings such as locks, doors, blinds, key cutting, flooring, presses, lights, light fittings and painting- Assembling equipment and furnitureTransport- Weekly safety checks of vehicles, coordination of washing, repair and servicing of vehiclesAdditional responsibilities- Waste Management- Monitoring stocks of personal protective equipment, soap, sanitizers and dispensers- Driving ASC and Day service buses- Managing collection and storage of deliveries PPE, First Aid, cleaning supplies, food supplies- Liaise with external contractors when they are on siteHealth, Safety and Hygiene- Adhere to Health & Safety standards, policies and procedures and ensure that the safety, security and cleanliness of the ASC is upheldCommunication and Teamwork- Attend Health and Safety Meetings- Share information with the ASC team that has a direct impact on the safety and security of the premisesOther DutiesUndertake related duties assigned by the Manager, as necessaryr>Hours of WorkFlexible Part-time hours - 10 to 15 hours weekly on site in Stillorgan, Co with the occasional visit to Cabra, Dublinr>Role Requirements- Experience in a similar Caretaker/Maintenance role would be a distinct advantage- Full Clean Driver-s Licence- An interest in supporting people with disabilities to live full and active livesAdditional InformationInduction training will be providedThis position is subject to Reference checks and Garda Vetting no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK. This is a part-time job.",Stillorgan Dublin Ireland,Ireland
Caretaker,5102093531,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Duties to include:Caretaking of building and groundseneral dutiesll training providedr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Cuffe Street Dublin Ireland,Ireland
Caretaker,5102093449,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties General maintenance of building and groundssorting materials for recyclingsorting refugeorganising storage of materials no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Donegal Town Centre Donegal Ireland,Ireland
Caretaker,5102093646,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Maintenance of a community hall and villager> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Ballynoe Cork Ireland,Ireland
