title,ad_id,desc,city,country,date,sector
Customer Service Advisor Permanent - Full & Part-Time Options,5495279794,"Start date: First week of May Our busy Contact Centre Office in our Galway office are looking for a confident engaging Customer Service & Sales Advisor to join our team, on a permanent basis. We are looking for highly motivated, resilient individuals. Those who are willing to understand the... no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK. This is a part-time job.",Galway,Ireland,2022-04-09,Customer Service
Customer Support Executive (Multilingual),5495275835,"Customer Support Executive Mail & Chat Customer Service - Currently looking for fluent Czech, Dutch, German, Hungarian, Polish, Russian, and Spanish speakers. Open for candidates from abroad relocation package included. ABOUT THE COMPANY At Covalen Solutions, we deliver global outsourcin... no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
Customer Services Executive,5495348431,"About Vita Actives: Vita Actives is research driven global nutritional solution provider for healthy food and nutraceuticals; we are manufacturers, suppliers and distributors of an expansive range of fully validated, high quality healthy ingredients including amino acids, vitamins, minerals, e... no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service
"Associate Manager, Customer Team",5495351017,"Responsible for management and service delivery excellence of a range of medium to large sized regional and global projects as assigned, covering single or multiple Lifecycle Safety functions (clinical trial and / or post-market). Provide leadership and accountability for customer-facing activities and oversight of operational service delivery, working cross-functionally and across the opportunity lifecycle, integrating delivery into one seamless and transparent program for customers, aligned by accounts. Collaborate with global management team and integrated partners to develop and implement strategic initiatives/solutions to expand business, partnership, strengthen overall relationship and ensure global consistency. Main responsibilities: Manage customer interface and communication for assigned projects/programs. Represent Lifecycle Safety on projects/programs; serve as primary point of contact within Lifecycle Safety for all internal and external customers; liaise between internal/external customers and Lifecycle Safety Operational teams. Manage customer deliverables for assigned projects/programs. Tactical, day-to-day customer-facing leadership at project/program level. Responsibilities include project planning (timelines, deliverables), scope management, quality management and project financial management. May act as an account owner over a program or customer portfolio and therefore report program level metrics and provide oversight of projects they do not directly lead. Performs role of solution architect responsible for crafting and defending proposed solutions to new standalone Safety business opportunities. Formulates operational budgetary assumptions and takes decisions to steer the creation of the budget.Acts autonomously as the Safety Subject Matter Expert (SME) and single point of contact for Governance, Executives and Integrated Partners in construction of proposed solution and defends the strategy and pricing from initiation through to delivery. Provide leadership and accountability for customer-facing collateral and operational support to deliver key customer messages, working cross-functionally and across the opportunity lifecycle, integrating lifecycle safety core message delivery into customer facing material, presentations and meetings. Collaborate with senior leadership to implement strategic initiatives and ensure global consistency. Provide leadership and structure for customer service interface from scoping stage, through proposal generation, bid defence to transition of work and service delivery; and throughout the development and commercial life cycle of the product. Manage finances for assigned projects/programs Qualifications Bachelor's Degree Health science or other directly related field Around 3 to 5 years' clinical research experience in a Contract Research Organization or Pharmaceutical company including at least 3 years of Lifecycle Safety experience (Pharmacovigilance, CEVA, Medical Information, Safety Publishing, Risk Management, etc.) and 2 years’ of Project Management. Strong knowledge of applicable global, regional and local clinical research regulatory requirement; i.e. Good Clinical Practice (GCP) and International Conference on Harmonization (ICH) guidelines. Working knowledge of Lifecycle Safety service lines; willingness to increase knowledge across Lifecycle Safety service lines and develop new skills. Effective team management and leadership skills, conflict management. Strong project management; planning and organizational skills. Effective verbal and written communication skills including ability to network and lead teleconferences. Ability to work on multiple projects and manage competing priorities. Ability to manage ambiguity. Effective business focus, marketing, sales skills. Proven strong presentation; report writing skills and customer focus skills. Ability to achieve results through communication, facilitation, negotiations in a matrix service delivery environment with shared accountabilities. Effective judgment, negotiating, decision-making, and problem-solving skills. Business acumen and financial analytical skills, tactical planning, budgeting. Ability to establish and maintain effective working relationships with coworkers, managers and customers. IQVIA is a leading global provider of advanced analytics, technology solutions and clinical research services to the life sciences industry. We believe in pushing the boundaries of human science and data science to make the biggest impact possible – to help our customers create a healthier world. Learn more at no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
"Customer Assistant (Permanent), Flexible Shifts",5495298873,"We are as flexible as you are. We have different shifts to suit your lifestyle. Come and speak to us to see what we can offer you. This may be your next career move! As a Customer Assistant you are required to sell alcohol, therefore you must be 18 or over to work in our store. Your Tasks ... no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Kilkenny,Ireland,2022-04-09,Customer Service & Call Centre
Customer Service Rep,5495279255,"Trade Counter Representative An exciting opportunity has arisen with Trade Windows & Doors - a rapidly growing company in the construction industry and Dublin's largest independent wholesaler of windows and doors. Due to the expansion of the business, we are now looking to hire an exper... no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service
"Technical Support Specialist, Dublin",5495336080,"The perfect candidate shares our passion for excellence and approaches the technical support role with a user-first mentality. We are looking for a technically skilled person with superb interpersonal skills, strong troubleshooting abilities, quick response times, and a passion to make customers happy! At ClickUp, the team, process, and tools we use are critical to our success. You should enjoy continuously exploring and challenging our platform as it grows. We release new builds at a rapid rate, so time management and finding new ways to improve efficiency are a must. You’ll help get to the bottom of tricky technical questions including but not limited to: our API, web-hooks, 3rd party integrations, and new feature complexities. Having the ability to understand these issues and provide solutions, offering out-of-the-box advice, and becoming the voice of our team is key in this role. The Role: Troubleshooting and testing technical issues for our clients. Providing timely and accurate customer feedback. Talking customers through a series of actions to resolve a problem and then following up with them to ensure the problem is resolved. Providing support internally by developing support documents for the team. Creating bug reports of issues that you reproduced for the Developers. Qualifications: Experience with Chrome DevTools. Ability to test on the web, desktop and mobile platforms with ease. 2+ years prior experience in tech support or a similar role (Saas experience heavily preferred). REST API knowledge and experience troubleshooting calls. Fantastic ability to identify the difference between frontend and backend defects, especially with complex technical problems. Skilled at explaining technical problems and issues succinctly to the developers. Near perfect attention to detail. Excellent interpersonal skills. Amazing written and verbal communication with a high typing speed. Fantastic problem-solving skills especially with complex technical problems. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
Customer Success Manager,5495341580,"At Fivetran, we want to enable our customers to make data backed decisions company wide by delivering ready to query data quickly and reliably into their cloud data warehouses. We work with companies from around the world to help them better understand their customers and products, and develop a truly data-driven culture. To support our growth, our Customer Success team has a mission to retain, expand, and delight our customers. We’re looking for a Customer Success Manager within the Growth segment to join our team and own retention and expansion of customers. The key component of success for this role is to increase each customer's usage of Fivetran while maintaining customer happiness, referenceability, and retention. This role could be a great fit if you have experience in customer success, account management or sales for software. As a Customer Success Manager at Fivetran, you will: Own net retention of your book of business by retaining and expanding customers. Identify and drive increased usage of Fivetran to help our customers realize positive business outcomes from our modern data solution. Strategize with Solution Architects to uncover additional use cases for expansion. Work cross-functionally with support, solution architects, marketing, product and other teams to drive a positive customer experience, while establishing deep and meaningful relationships with our users. Be the customer advocate, and provide feedback internally to product, support and other teams that can help grow Fivetran’s value to customers. Develop customer relationships with the goal of creating customer advocates. Your Superpowers: Experience in a SaaS quota-carrying sales or customer success role. Experience in analytics/data tools is a plus! Being customer centric - building relationships, understanding customer needs and how we are delivering value. Track record of hitting or exceeding your goals and KPIs. The right balance of self-confidence and humility to lead as an individual contributor. Collaborative and providing constructive feedback to the right teams, so that we can continue to learn and grow. Ability to manage multiple projects and tasks, while staying organized and efficient Experience with Salesforce is a must. Perks and Benefits: Dental, and Health Insurance Benefits Life Insurance and Income protection and Retirement savings plan Equity in early-stage, Series D Scale-up A healthy work culture with excellent opportunities for professional and personal development. Working from home equipment stipend Family Leave Program Company happy hours and virtual Team building events no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
Job: Onboarding & Customer Support Specialist,5496951266,"Blueface is a Comcast Business technology company specializing in unified communications as a service to carriers and businesses of any size, anywhere in the world. Based in Dublin, Ireland , Blueface began in 2004 with a mission to change how businesses communicate globally. Comcast Corporation is a global media and technology company with three primary businesses: Comcast Cable, NBCUniversal, and Sky. Blueface has a global reach with headquarters in Dublin, Ireland and Philadelphia, USA; with additional offices in New York, Rome, and Madrid. As a member of Comcast Business, Blueface's culture is built on integrity and respect-with the goal of working together to drive ourselves and our businesses to always be creative, innovative, and competitive. At Blueface, we embrace good ideas and bring them to life quickly. We're forward-looking and restless in looking for new ways to innovate for our customers. Job Summary A Blueface onboarding & customer support specialist will have outstanding customer service skills and a focus on problem resolution. You will be responsible to engage with both direct and wholesale clients to assist in the Onboarding of their account to one of the many Blueface platforms, provide the relevant training and provide exceptional ongoing support by phone and email throughout the customers lifetime with Blueface. Job Description Job Duties/Responsibilities: Coordinate with end users and customers ensuring their new system installation process and activities are clear, concise and above all smooth from start to finish while adhering to contract terms. Communicate with customers by telephone or by email and resolve all onboarding and technical support issues as necessary. Proactively identify issues that may prevent an onboarding order from advancing to installation and escalate matters to the appropriate party for resolution assistance. Assist with onboarding account management functions including, but not limited to, number porting, billing, set up of special call features and such other duties as may arise from time to time. Build and Configure Customer accounts Provide remote training sessions to New and Existing Customers/Partners. Provide Technical Support, Problem diagnostics and resolution Escalate unresolved issues to designated departments for further investigation and remediation managing customer expectations until the issue is resolved Provide positive and customer centric support at all times, listen attentively to customers' needs and driving to resolution of issues at all times Ensure a team-focused approach is maintained at all times, coordinating with all operations functions to ensure customers receive the highest possible standard of service and support Recommend improvements in products, services, or billing methods and procedures to prevent future problems Other activities and tasks as required by your direct manager from time to time and ad-hoc responsibilities as required for the continued development of Blueface. Preferred Requirements for Role (if applicable) Ex: (Certifications, industry experience, areas of expertise) Proven track record of operating in a dynamic, demanding and customer centric environment Highly motivated and hard-working with ability to think clearly under pressure Good analytical problem-solving skills The capacity to work well individually and within a team, across multiple locations and parties Strong communication (written and verbal) and interpersonal skills Outstanding listening and questioning skills Attention to detail Must be eligible to work within the EU Previous experience with IP & Telephony Additional languages is a plus Zendesk experience is a bonus Experience working with global teams Demonstrated experience troubleshooting customer escalations in a ticket based workflow while achieving SLA requirements Working knowledge of Microsoft computer applications, email and internet, along with knowledge of Microsoft Office Suite tools such as Microsoft Excel, Word, PowerPoint etc. Additional knowledge of the Google Cloud Suite is an advantage for collaboration. Years of Experience Requires to performance role (Estimate- can be a range): 1+ years experience in Technical Support, Help Desk Support or Customer Service Disclaimer: This information has been designed to indicate the general nature and level of work performed by employees in this role. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications. Comcast is an EOE/Veterans/Disabled/LGBT employer. We believe that benefits should connect you to the support you need when it matters most, and should help you care for those who matter most. That's why we provide an array of options, expert guidance and always-on tools that are personalized to meet the needs of your reality-to help support you physically, financially and emotionally through the big milestones and in your everyday life. Please visit the benefits summary on our careers site for more details. Education High School Diploma / GED Certifications (if applicable) Relative Work Experience 2-5 Years Comcast policy is to provide equal employment opportunities to all applicants and employees without regard to race, color, religion, creed, gender, gender identity or expression, age, national origin or ancestry, citizenship, disability, sexual orientation, marital status, pregnancy, veteran status, membership in the uniformed services, genetic information, or any other basis protected by applicable law. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
"Customer Success Manager - Scaled, Parsec Dublin, Ireland",5495329534,"The opportunityParsec creates ultra-low latency, high-performance remote desktop technology that empowers creative professionals to work from anywhere, businesses to embrace flexible workplaces, and individuals to play together from anywhere. We're growing so that we can help leaders in gaming, entertainment, engineering , and architecture build the things we love, whether they're in the office or working from home. Parsec is a wholly-owned subsidiary of Unity.As a CSM at Parsec, you will be an early team member of our fast-growing Customer Success team. This individual will be essential to our success, driving adoption, retention, and expansion at a large portfolio. You will have an opportunity to engage with some of the most creative and dynamic customers in the market, ensuring their successful transition to flexible and remote work as part of their day-to-day operations. You will also have the chance to directly contribute to Parsec’s success and accelerate your career trajectory as we continue to growWhat you’ll be doing Own and engage with a portfolio of 200+ customers using scalable channels (email, survey, webinar, in-app messaging, in-app onboarding, etc.); own, supervise, and report on customer health and other critical metricsDevelop and implement end-to-end scaled programs for onboarding, engagement, renewal, and expansion outcomesProactively onboard our Customers, driving successful deployment and adoption of Parsec products and offeringsIdentify risks and opportunities in your portfolio; establish shared success plans with specific Customers as neededAdvocate for the needs of our customers to other teams within ParsecWhat we’re looking for Proven experience in Customer Success, Customer Lifecycle Marketing, Customer Experience, or similar rolesProven success in achieving renewal and expansion targetsExcellent analytical skills to accurately assess and respond to customer needs at scaleExperience using scaled communications platforms (e.g., Marketo, Hubspot, etc.)Strong initiative and personal drive to independently demonstrate value while working for a constantly evolving organizationYou might also haveExperience partnering with Marketing teams to engage large segments of users to drive desired behavior changeFamiliarity with Game Development, Media & Entertainment, Broadcasting, Architecture, etc.Experience using CS platforms (Gainsight, Totango, ChurnZero, Strikedeck, etc.)Life at UnityUnity (NYSE: U) is the world’s leading platform for creating and operating real-time 3D (RT3D) content. Creators, ranging from game developers to artists, architects, automotive designers, filmmakers, and others, use Unity to make their imaginations come to life. Unity’s platform provides a comprehensive set of software solutions to create, run and monetize interactive, real-time 2D and 3D content for mobile phones, tablets, PCs, consoles, and augmented and virtual reality devices.Unity is at the forefront of development by working alongside partners to ensure optimized support for the latest releases and platforms. Apps developed by Unity creators were downloaded more than five billion times per month in 2020. For more information, please visit is an equal opportunity employer committed to fostering an inclusive, innovative environment with the best employees. Therefore, we provide employment opportunities without regard to age, race, color, ancestry, national origin, religion, disability, sex, gender identity or expression, sexual orientation, or any other protected status in accordance with applicable law. If there are preparations or accommodations we can make to help ensure you have a comfortable and positive interview experience, please let us know.Headhunters and recruitment agencies may not submit resumes/CVs through this website or directly to managers. Unity does not accept unsolicited headhunter and agency resumes. Unity will not pay fees to any third-party agency or company that does not have a signed agreement with Unity.#LI-OG1 #SEN no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
"Customer Assistant - Greenhills Road, Dublin 24",5495311395,"Come work with us Circle K Greenhills Road, Dublin 24 is now hiring for a part time Customer Assistant The Successful Candidate will: * Work on a 30-hour weekly contract (4 days per week). * Be fully flexible to work throughout the week. Great Perks * Hourly rate starting from €1... no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK. This is a part-time job.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
Customer Service Administer,5495274012,"Sales Administrator - Dublin 24 - €28k Here at Staffline Recruitment our client, a diverse and chic jewellery manufacturing company based in Dublin 24 is searching for a Sales Administrator. The successful candidate will work as part of a fast-paced sales administration team, ideally coming fr... no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service
Internal Sales & Customer Service Coordinator,5495284865,"We have an exciting opportunity for an Internal Sales & Customer Service Coordinator to join our clients growing team in Arklow, Co Wicklow. This role will focus on building strong relationships with customers, and working with internal teams (including sales) to maximise revenue potential and... no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Wicklow,Ireland,2022-04-09,Customer Service
"Customer Support Specialist, Night",5495357302,"Due to phenomenal growth, we are seeking a Customer Support Specialist to handle Tier I support and client relationships by answering Support calls from our clients, resolving issues and ensuring all appropriate follow up to confirm complete client satisfaction. Our support team works closely with both our Customer Success Team and our ProdOps team to ensure speedy resolution of all issues, and you must be extremely proficient in articulating with both technical and non-technical staff and users. This position is a night-shift position. The primary attribute we are looking for is excellent customer service with superb communication skills who has a passion for helping people and who is unflappable under pressure. You will have a commitment to offer the best customer service possible and the self-confidence to work with senior executives across the globe. Key Responsibilities Interact with customers to provide and process information in response to inquiries, concerns, and requests about products and services Gather customer’s information and determine the issue by evaluating and analyzing the symptoms Diagnose and resolve technical and software issues involving internet connectivity, login problems and more Research required information using available resources Follow standard processes and procedures Identify and escalate priority issues per Client specifications Redirect problems to appropriate resource Accurately process and record call transactions using a computer and designated CRM software Offer alternative solutions where appropriate with the objective of retaining customers’ and clients’ business Organize ideas and communicate oral messages appropriate to listeners and situations Follow up and make scheduled call backs to customers where necessary Stay current with system information, changes and updates Required Experience/Skills Experience of phone-based Software Application/Technical Support or call centre experience supporting end users Working knowledge of Windows OS Proven problem-solving skills and technical aptitude Superb communication and customer handling skills Ability to think on your feet in a highly demanding and fast-moving environment This role is a dedicated night-shift. Shift start time varies between 9pm -11pm, lasting for a 8.5 hrs shift no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
Sales Support Specialist,5495293225,"A leader in the payments industry, Elavon provides end-to-end payment processing solutions and services to more than one million merchants around the world. If you want to make a difference in your life, your community and your world, join us at Elavon. We know our company is only as strong as ou... no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
Sea Logistics Customer Care Expert,5495286438,"Role: Sea Logistics Customer Care Expert Salary: €30-40k Annually Duration: Permanent Contract Location: North Dublin Sea Logistics Customer Care Expert An established freight company in North Dublin are looking for a positive and decisive Sea Logistics Customer Care Expert to ... no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
Customer Services Executive,5495313370,"Essentra is a leading provider of essential components and solutions made up of 3 global divisions: Component Solutions, Health & Personal Care Packaging, and Filter Products. Every day we produce and distribute millions of small but essential products. Our international network extends to 34 cou... no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service
Customer Engagement Specialist (English-German),5495344970,"***This is a one-year fixed term contract role with possible extension*** What you'll do We're looking for a Customer Engagement Specialist to engage in daily global business-to-business communication to prospective and current customers and partners of the company. Using their technical skills and knowledge of products and services, these professionals enhance the customer experience by resolving questions and issues, providing information and guidance and, when needed, connecting customers to domain experts across SAS. Serve as “front door” to SAS across inbound channels, including live chat, social media, phones, web contact forms, e-mail and software / books store. Engage in the execution of strategic sales and marketing activities involving prospective and / or current customers with a focus on prospect pipeline development and customer experience management in support of new business acquisition. You will: Provide direct response interactions with customer across all channels, including phones, live chat, email and social media. Explore and fulfill customer needs by identifying and creating sales-ready leads that are escalated to the sales teams Document and track customer interactions in the company's CRM system. Customer resolution, providing quick response by either resolving inquiries or referring the customer to the best resources for resolution Social Media Monitoring to include a variety of owned and engaged channels and pages such as Twitter, Facebook, LinkedIn and YouTube Provide feedback and recommendations on how to build, strengthen and improve customer experience Collaborate with Asia Pacific & US Contact Center, Sales Team and Marketing Teams to add value to the role, identifying improvements and sharing best practices for the territory. What we're looking for Bachelor Degree Level Education or relevant experience in a similar role English & German fluency necessary. Fluency in another EMEA language would be beneficial. Proficient with standard corporate productivity tools (Microsoft Office) Minimum of 1 years' experience in a Customer Centric Environment, preferably in the areas of Customer Service , Sales, Loyalty or Engagement role essential You're curious, passionate, authentic and accountable. These are our values and influence everything we do. The nice to haves Preferred experience in a B2B environment preferred but not essential Preferred experience of working in the technology sector required but not essential Knowledge of SAS products and services preferred but not essential Other knowledge, skills, and abilities Passionate, about customer experiences, with proven skills in best practices, canned responses, positive first response or procedural flows an added advantage Ability to identify opportunities through exploration of customer needs Problem solver, quick thinking with the ability to understand a breath of knowledge and use this to link to resources and research that can provide resolution to customer queries Proven Technical abilities in using a variety of CRM platforms and systems Teamwork and collaboration skills are essential as those skills are what makes great individuals and great teams Location This is role will be based in Dublin, Ireland . We have a hybrid working model with modern working environment with superb facilities designed to promote wellbeing, creativity and collaboration. Compensation bonus Private Medical Life assurance cover Flexible benefits scheme - provides the opportunity to a benefits package suitable for your needs 25 days annual leave Why SAS We love living the #SASlife and believe that happy, healthy people have a passion for life, and bring that energy to work. No matter what your specialty or where you are in the world, your unique contributions will make a difference. Our multi-dimensional culture blends our different backgrounds, experiences, and perspectives. Here, it isn't about fitting into our culture, it's about adding to it - and we can't wait to see what you'll bring. Additional information: SAS is an equal opportunity employer. All qualified applicants are considered for employment without regard to race, color, religion, gender, sexual orientation, gender identity, age, national origin, disability status, protected veteran status or any other characteristic protected by law. The level of this position will be determined based on the applicant's education, skills and experience. Resumes may be considered in the order they are received. SAS employees performing certain job functions may require access to technology or software subject to export or import regulations. To comply with these regulations, SAS may obtain nationality or citizenship information from applicants for employment. SAS collects this information solely for trade law compliance purposes and does not use it to discriminate unfairly in the hiring process. All valid SAS job openings are located on the Careers page at . SAS only sends emails from verified “sas.com” email addresses and never asks for sensitive, personal information or money. Should you have any doubts about the authenticity of any type of communication from, for, or on behalf of SAS, please contact us before taking any further action Want to stay up to date with SAS culture, products and jobs ? Follow us on LinkedIn no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
Customer Value Manager,5495353397,"Coupa Software (NASDAQ: COUP), a leader in business spend management (BSM), has been certified as a “Great Place to Work” by the Great Place to Work organization. We deliver “Value as a Service ” by helping our customers maximize their spend under management, achieve significant cost savings and drive profitability. Coupa provides a unified, cloud-based spend management platform that connects hundreds of organizations representing the Americas, EMEA, and APAC with millions of suppliers globally. The Coupa platform provides greater visibility into and control over how companies spend money. Customers – small, medium and large – have used the Coupa platform to bring billions of dollars in cumulative spend under management. Learn more at . Read more on the Coupa Blog or follow @Coupa on Twitter . Do you want to work for Coupa Software, the world's leading provider of cloud-based spend management solutions? We’re a company that had a successful IPO in October 2016 (NASDAQ: COUP) to fuel our innovation and growth. At Coupa, we’re building a great company that is laser focused on three core values: 1. Ensure Customer Success – Obsessive and unwavering commitment to making customers successful. 2. Focus On Results – Relentless focus on delivering results through innovation and a bias for action. 3. Strive For Excellence – Commitment to a collaborative environment infused with professionalism, integrity, passion, and accountability. Customer Value Managers represent the primary point of contact from Coupa to customers after customer go live. As such, they provide three critical functions: - Work with the customer to measure and achieve customer success goals. - Provide communication to customers regarding Coupa, new product capabilities and other critical information. - Provide a consistent point of contact for customers and a “Trusted Advisor” into other needed Coupa functions and resources. Specific goals centre on the following: - Customer success - Customer referenceability - Customer renewal and growth of annual contract value. Key Activities Include: Agree on success metrics with the customer Conduct customer check-ins and value reviews Manage renewals Monitor customer health and performance. Manage customer relationships Establish role as a trusted advisor Coordinate Coupa internal resources as needed Share best practices ideas, product information, and relevant Coupa news Support/drive customer campaigns Use Salesforce.Com to update key activities and track customer progress Requirements: Must be fluent in French and English, an additional language particularly Spanish and/or Italian is also beneficial P2P or S2C domain experience/expertise Experience in managing customer expectations Background in software and SaaS solutions a plus Skilled at developing and maintaining customer relationships Ability to have value-based conversations with business executives Strong team player with a positive attitude Strong organisational skills Negotiation skills Strong communication skills including verbal, writing and presenting skills Skilled in collaboration and getting others to work together towards a common goal Entrepreneurial attitude At Coupa, we have a strong and innovative team dedicated to improving the spend management processes of today’s dynamic businesses. It’s our people who make it happen, and we strive to attract and retain the best in every discipline. We take care of our employees every way we can, with competitive compensation packages, as well as restricted stock units, an Employee Stock Purchase Program (ESPP), comprehensive health benefits for employees and their families, a flexible work environment…And much more! As part of our dedication to the diversity of our workforce, Coupa is committed to Equal Employment Opportunity without regard for race, ethnicity, gender, disability, sexual orientation, gender identity or religion. Please be advised, inquiries or resumes from recruiters will not be accepted. By submitting your application you acknowledge that you have read Coupa’s Privacy Policy ( ) and understand, that Coupa receives/collects your application, including your personal data, for the purposes of managing Coupa's ongoing recruitment and placement activities, including for employment purposes in the event of a successful application and for notification of future job opportunities if you did not succeed the first time. You will find more details about how your application is processed, the purposes of processing and how long we retain your application in our Privacy Policy. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
